1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
39232436722.9835,42161482867.6871,48421924617.5489,56480291292.4818,59554856000.0288,45865463131.5377,50134943403.2483,53085457141.23599,58447996415.5959,62422484548.3796,67350989632.712006,71463195540.6261,85515271632.0276,99525901497.5755,98472798813.7125,102717166924.066,121487325381.66801,137300298593.834,152991657454.17902,186325349548.793,193490614662.615,200715150164.325,218262278633.435,212158239241.317,232511883406.39,248986000002.79898,279033590769.841,296589001909.868,296042362070.853,320979034101.132,270105348343.70602,288208437278.741,279296029670.677,327275591371.343,360281961338.465,392897063750.676,415867763815.89,421351487589.808,458820428317.58704,468394948471.616,485441026156.549,514937961192.90796,607699299977.15,709148531774.823,820381672147.736,940259892374.501,1216735426855.47,1198895498504.14,1341886699393.18,1675615312693.42,1823049927771.46,1827637859135.7,1856722121394.53,2039127446298.55,2103587813812.75,2290432075123.75,2652551202555.27,2726322616821.31
